,OFFICIAL_SYMBOL_A,OFFICIAL_SYMBOL_B,ENSEMBL_A,ENSEMBL_B,PUBMED_ID,description_A,description_B
139645,PKD1,PKD2L1,ENSG00000008710,ENSG00000107593,15548533,"POLYCYSTIN 1, TRANSIENT RECEPTOR POTENTIAL CHANNEL INTERACTING","POLYCYSTIN 2 LIKE 1, TRANSIENT RECEPTOR POTENTIAL CATION CHANNEL"
139651,MAP3K5,MBP,ENSG00000197442,ENSG00000197971,10843682,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 5,MYELIN BASIC PROTEIN
139924,LDLR,HSPA5,ENSG00000130164,ENSG00000044574,16257961,LOW DENSITY LIPOPROTEIN RECEPTOR,HEAT SHOCK PROTEIN FAMILY A (HSP70) MEMBER 5
139926,LDLR,PDIA4,ENSG00000130164,ENSG00000155660,16257961,LOW DENSITY LIPOPROTEIN RECEPTOR,PROTEIN DISULFIDE ISOMERASE FAMILY A MEMBER 4
139947,PDIA3,APP,ENSG00000167004,ENSG00000142192,15896298,PROTEIN DISULFIDE ISOMERASE FAMILY A MEMBER 3,AMYLOID BETA PRECURSOR PROTEIN
140048,PRNP,HSPA5,ENSG00000171867,ENSG00000044574,10970892,PRION PROTEIN,HEAT SHOCK PROTEIN FAMILY A (HSP70) MEMBER 5
140313,LPL,LPL,ENSG00000175445,ENSG00000175445,12740382,LIPOPROTEIN LIPASE,LIPOPROTEIN LIPASE
140314,LPL,CALR,ENSG00000175445,ENSG00000179218,12740382,LIPOPROTEIN LIPASE,CALRETICULIN
140793,PDIA3,ITGA2,ENSG00000167004,ENSG00000164171,17170699,PROTEIN DISULFIDE ISOMERASE FAMILY A MEMBER 3,INTEGRIN SUBUNIT ALPHA 2
140794,PDIA3,ITGA3,ENSG00000167004,ENSG00000005884,17170699,PROTEIN DISULFIDE ISOMERASE FAMILY A MEMBER 3,INTEGRIN SUBUNIT ALPHA 3
140795,PDIA3,ITGA6,ENSG00000167004,ENSG00000091409,17170699,PROTEIN DISULFIDE ISOMERASE FAMILY A MEMBER 3,INTEGRIN SUBUNIT ALPHA 6
140796,PDIA3,ITGB1,ENSG00000167004,ENSG00000150093,17170699,PROTEIN DISULFIDE ISOMERASE FAMILY A MEMBER 3,INTEGRIN SUBUNIT BETA 1
140797,PDIA3,ITGB5,ENSG00000167004,ENSG00000082781,17170699,PROTEIN DISULFIDE ISOMERASE FAMILY A MEMBER 3,INTEGRIN SUBUNIT BETA 5
140806,PDIA3,LDLR,ENSG00000167004,ENSG00000130164,17170699,PROTEIN DISULFIDE ISOMERASE FAMILY A MEMBER 3,LOW DENSITY LIPOPROTEIN RECEPTOR
140808,PDIA3,CLU,ENSG00000167004,ENSG00000120885,17170699,PROTEIN DISULFIDE ISOMERASE FAMILY A MEMBER 3,CLUSTERIN
140810,PDIA3,ADAM17,ENSG00000167004,ENSG00000151694,17170699,PROTEIN DISULFIDE ISOMERASE FAMILY A MEMBER 3,ADAM METALLOPEPTIDASE DOMAIN 17
140811,PDIA3,ADAM10,ENSG00000167004,ENSG00000137845,17170699,PROTEIN DISULFIDE ISOMERASE FAMILY A MEMBER 3,ADAM METALLOPEPTIDASE DOMAIN 10
140815,PDIA3,PDIA4,ENSG00000167004,ENSG00000155660,17170699,PROTEIN DISULFIDE ISOMERASE FAMILY A MEMBER 3,PROTEIN DISULFIDE ISOMERASE FAMILY A MEMBER 4
141191,APOA1,APOA1,ENSG00000118137,ENSG00000118137,15174051,APOLIPOPROTEIN A1,APOLIPOPROTEIN A1
141199,APOA1,CLU,ENSG00000118137,ENSG00000120885,15174051,APOLIPOPROTEIN A1,CLUSTERIN
141206,APOA1,FGA,ENSG00000118137,ENSG00000171560,15174051,APOLIPOPROTEIN A1,FIBRINOGEN ALPHA CHAIN
141750,VCAM1,ITGA4,ENSG00000162692,ENSG00000115232,19738201,VASCULAR CELL ADHESION MOLECULE 1,INTEGRIN SUBUNIT ALPHA 4
141768,VCAM1,LGALS1,ENSG00000162692,ENSG00000100097,19738201,VASCULAR CELL ADHESION MOLECULE 1,GALECTIN 1
141787,VCAM1,MIF,ENSG00000162692,ENSG00000240972,19738201,VASCULAR CELL ADHESION MOLECULE 1,MACROPHAGE MIGRATION INHIBITORY FACTOR
142097,VCAM1,ENO1,ENSG00000162692,ENSG00000074800,19738201,VASCULAR CELL ADHESION MOLECULE 1,ENOLASE 1
142322,VCAM1,ANXA1,ENSG00000162692,ENSG00000135046,19738201,VASCULAR CELL ADHESION MOLECULE 1,ANNEXIN A1
142355,VCAM1,HNRNPU,ENSG00000162692,ENSG00000153187,19738201,VASCULAR CELL ADHESION MOLECULE 1,HETEROGENEOUS NUCLEAR RIBONUCLEOPROTEIN U
142360,VCAM1,HSPD1,ENSG00000162692,ENSG00000144381,19738201,VASCULAR CELL ADHESION MOLECULE 1,HEAT SHOCK PROTEIN FAMILY D (HSP60) MEMBER 1
142387,VCAM1,LY6G5B,ENSG00000162692,ENSG00000240053,19738201,VASCULAR CELL ADHESION MOLECULE 1,LYMPHOCYTE ANTIGEN 6 FAMILY MEMBER G5B
142396,VCAM1,MSN,ENSG00000162692,ENSG00000147065,19738201,VASCULAR CELL ADHESION MOLECULE 1,MOESIN
142408,VCAM1,ANXA2,ENSG00000162692,ENSG00000182718,19738201,VASCULAR CELL ADHESION MOLECULE 1,ANNEXIN A2
142411,VCAM1,ITGB1,ENSG00000162692,ENSG00000150093,19738201,VASCULAR CELL ADHESION MOLECULE 1,INTEGRIN SUBUNIT BETA 1
142417,VCAM1,TLN1,ENSG00000162692,ENSG00000137076,19738201,VASCULAR CELL ADHESION MOLECULE 1,TALIN 1
142446,VCAM1,TFRC,ENSG00000162692,ENSG00000072274,19738201,VASCULAR CELL ADHESION MOLECULE 1,TRANSFERRIN RECEPTOR
142449,VCAM1,PICALM,ENSG00000162692,ENSG00000073921,19738201,VASCULAR CELL ADHESION MOLECULE 1,PHOSPHATIDYLINOSITOL BINDING CLATHRIN ASSEMBLY PROTEIN
142465,VCAM1,PHB,ENSG00000162692,ENSG00000167085,19738201,VASCULAR CELL ADHESION MOLECULE 1,PROHIBITIN
142653,VCAM1,PHB2,ENSG00000162692,ENSG00000215021,19738201,VASCULAR CELL ADHESION MOLECULE 1,PROHIBITIN 2
142683,VCAM1,HSP90AB1,ENSG00000162692,ENSG00000096384,19738201,VASCULAR CELL ADHESION MOLECULE 1,HEAT SHOCK PROTEIN 90 ALPHA FAMILY CLASS B MEMBER 1
145264,C1QBP,HSPD1,ENSG00000108561,ENSG00000144381,22904065,COMPLEMENT C1Q BINDING PROTEIN,HEAT SHOCK PROTEIN FAMILY D (HSP60) MEMBER 1
145269,C1QBP,PHB,ENSG00000108561,ENSG00000167085,22904065,COMPLEMENT C1Q BINDING PROTEIN,PROHIBITIN
145280,C1QBP,PHB2,ENSG00000108561,ENSG00000215021,22904065,COMPLEMENT C1Q BINDING PROTEIN,PROHIBITIN 2
145476,PCSK9,BACE1,ENSG00000169174,ENSG00000186318,18660751,PROPROTEIN CONVERTASE SUBTILISIN/KEXIN TYPE 9,BETA-SECRETASE 1
146890,NOD2,NOD2,ENSG00000167207,ENSG00000167207,23437331,NUCLEOTIDE BINDING OLIGOMERIZATION DOMAIN CONTAINING 2,NUCLEOTIDE BINDING OLIGOMERIZATION DOMAIN CONTAINING 2
147313,EGFR,TLN1,ENSG00000146648,ENSG00000137076,16273093,EPIDERMAL GROWTH FACTOR RECEPTOR,TALIN 1
147371,PTPRJ,PTPRJ,ENSG00000149177,ENSG00000149177,19167335,PROTEIN TYROSINE PHOSPHATASE RECEPTOR TYPE J,PROTEIN TYROSINE PHOSPHATASE RECEPTOR TYPE J
148516,HNRNPU,IL7R,ENSG00000153187,ENSG00000168685,23151878,HETEROGENEOUS NUCLEAR RIBONUCLEOPROTEIN U,INTERLEUKIN 7 RECEPTOR
148822,TNF,TNFRSF1A,ENSG00000232810,ENSG00000067182,22675546,TUMOR NECROSIS FACTOR,TNF RECEPTOR SUPERFAMILY MEMBER 1A
148855,CAV3,SCN5A,ENSG00000182533,ENSG00000183873,17060380,CAVEOLIN 3,SODIUM VOLTAGE-GATED CHANNEL ALPHA SUBUNIT 5
149642,ITGA4,HSP90AB1,ENSG00000115232,ENSG00000096384,22623428,INTEGRIN SUBUNIT ALPHA 4,HEAT SHOCK PROTEIN 90 ALPHA FAMILY CLASS B MEMBER 1
149644,ITGA4,VCAM1,ENSG00000115232,ENSG00000162692,22623428,INTEGRIN SUBUNIT ALPHA 4,VASCULAR CELL ADHESION MOLECULE 1
149645,ITGA4,TLN1,ENSG00000115232,ENSG00000137076,22623428,INTEGRIN SUBUNIT ALPHA 4,TALIN 1
149650,ITGA4,HSPD1,ENSG00000115232,ENSG00000144381,22623428,INTEGRIN SUBUNIT ALPHA 4,HEAT SHOCK PROTEIN FAMILY D (HSP60) MEMBER 1
149669,ITGA4,PICALM,ENSG00000115232,ENSG00000073921,22623428,INTEGRIN SUBUNIT ALPHA 4,PHOSPHATIDYLINOSITOL BINDING CLATHRIN ASSEMBLY PROTEIN
149726,ITGA4,HNRNPU,ENSG00000115232,ENSG00000153187,22623428,INTEGRIN SUBUNIT ALPHA 4,HETEROGENEOUS NUCLEAR RIBONUCLEOPROTEIN U
149732,ITGA4,ANXA1,ENSG00000115232,ENSG00000135046,22623428,INTEGRIN SUBUNIT ALPHA 4,ANNEXIN A1
149771,ITGA4,PHB2,ENSG00000115232,ENSG00000215021,22623428,INTEGRIN SUBUNIT ALPHA 4,PROHIBITIN 2
149862,ITGA4,MIF,ENSG00000115232,ENSG00000240972,22623428,INTEGRIN SUBUNIT ALPHA 4,MACROPHAGE MIGRATION INHIBITORY FACTOR
149904,ITGA4,PHB,ENSG00000115232,ENSG00000167085,22623428,INTEGRIN SUBUNIT ALPHA 4,PROHIBITIN
149958,ITGA4,ITGA4,ENSG00000115232,ENSG00000115232,22623428,INTEGRIN SUBUNIT ALPHA 4,INTEGRIN SUBUNIT ALPHA 4
149962,ITGA4,ANXA2,ENSG00000115232,ENSG00000182718,22623428,INTEGRIN SUBUNIT ALPHA 4,ANNEXIN A2
149968,ITGA4,MSN,ENSG00000115232,ENSG00000147065,22623428,INTEGRIN SUBUNIT ALPHA 4,MOESIN
149983,ITGA4,TFRC,ENSG00000115232,ENSG00000072274,22623428,INTEGRIN SUBUNIT ALPHA 4,TRANSFERRIN RECEPTOR
150012,ITGA4,ENO1,ENSG00000115232,ENSG00000074800,22623428,INTEGRIN SUBUNIT ALPHA 4,ENOLASE 1
150100,ITGA4,LGALS1,ENSG00000115232,ENSG00000100097,22623428,INTEGRIN SUBUNIT ALPHA 4,GALECTIN 1
150117,ITGA4,HMGB1,ENSG00000115232,ENSG00000189403,22623428,INTEGRIN SUBUNIT ALPHA 4,HIGH MOBILITY GROUP BOX 1
151335,CFTR,CFTR,ENSG00000001626,ENSG00000001626,17110338,CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULATOR,CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULATOR
151362,CFTR,HSPA2,ENSG00000001626,ENSG00000126803,17110338,CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULATOR,HEAT SHOCK PROTEIN FAMILY A (HSP70) MEMBER 2
151381,CFTR,PKD1,ENSG00000001626,ENSG00000008710,17110338,CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULATOR,"POLYCYSTIN 1, TRANSIENT RECEPTOR POTENTIAL CHANNEL INTERACTING"
151385,CFTR,HSP90AB1,ENSG00000001626,ENSG00000096384,17110338,CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULATOR,HEAT SHOCK PROTEIN 90 ALPHA FAMILY CLASS B MEMBER 1
151387,CFTR,LGALS3,ENSG00000001626,ENSG00000131981,17110338,CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULATOR,GALECTIN 3
151393,CFTR,HSPD1,ENSG00000001626,ENSG00000144381,17110338,CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULATOR,HEAT SHOCK PROTEIN FAMILY D (HSP60) MEMBER 1
151413,CFTR,LMO7,ENSG00000001626,ENSG00000136153,17110338,CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULATOR,LIM DOMAIN 7
151419,CFTR,CD59,ENSG00000001626,ENSG00000085063,17110338,CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULATOR,CD59 MOLECULE (CD59 BLOOD GROUP)
151428,CFTR,EPCAM,ENSG00000001626,ENSG00000119888,17110338,CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULATOR,EPITHELIAL CELL ADHESION MOLECULE
151443,CFTR,IL1RAPL1,ENSG00000001626,ENSG00000169306,17110338,CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULATOR,INTERLEUKIN 1 RECEPTOR ACCESSORY PROTEIN LIKE 1
151662,CFTR,HSPA5,ENSG00000001626,ENSG00000044574,17110338,CYSTIC FIBROSIS TRANSMEMBRANE CONDUCTANCE REGULATOR,HEAT SHOCK PROTEIN FAMILY A (HSP70) MEMBER 5
151810,APOA1,APOA1,ENSG00000118137,ENSG00000118137,11744719,APOLIPOPROTEIN A1,APOLIPOPROTEIN A1
151944,EGFR,EGFR,ENSG00000146648,ENSG00000146648,16777603,EPIDERMAL GROWTH FACTOR RECEPTOR,EPIDERMAL GROWTH FACTOR RECEPTOR
152423,FGFR3,FGFR3,ENSG00000068078,ENSG00000068078,10918587,FIBROBLAST GROWTH FACTOR RECEPTOR 3,FIBROBLAST GROWTH FACTOR RECEPTOR 3
152559,CALR,ITGA3,ENSG00000179218,ENSG00000005884,8006073,CALRETICULIN,INTEGRIN SUBUNIT ALPHA 3
152845,PHB,HSP90AB1,ENSG00000167085,ENSG00000096384,19725029,PROHIBITIN,HEAT SHOCK PROTEIN 90 ALPHA FAMILY CLASS B MEMBER 1
152850,CALR,HLA-E,ENSG00000179218,ENSG00000204592,15383281,CALRETICULIN,"MAJOR HISTOCOMPATIBILITY COMPLEX, CLASS I, E"
152851,CALR,HLA-A,ENSG00000179218,ENSG00000206503,15383281,CALRETICULIN,"MAJOR HISTOCOMPATIBILITY COMPLEX, CLASS I, A"
152852,CALR,CALR,ENSG00000179218,ENSG00000179218,15383281,CALRETICULIN,CALRETICULIN
153070,TGFBR1,ENG,ENSG00000106799,ENSG00000106991,18974388,TRANSFORMING GROWTH FACTOR BETA RECEPTOR 1,ENDOGLIN
153071,ENG,TGFBR1,ENSG00000106991,ENSG00000106799,18974388,ENDOGLIN,TRANSFORMING GROWTH FACTOR BETA RECEPTOR 1
153453,ENG,ACVRL1,ENSG00000106991,ENSG00000139567,15702480,ENDOGLIN,ACTIVIN A RECEPTOR LIKE TYPE 1
153454,ACVRL1,ENG,ENSG00000139567,ENSG00000106991,15702480,ACTIVIN A RECEPTOR LIKE TYPE 1,ENDOGLIN
153455,ENG,TGFBR1,ENSG00000106991,ENSG00000106799,15702480,ENDOGLIN,TRANSFORMING GROWTH FACTOR BETA RECEPTOR 1
153456,ENG,TGFBR2,ENSG00000106991,ENSG00000163513,15702480,ENDOGLIN,TRANSFORMING GROWTH FACTOR BETA RECEPTOR 2
153506,CLMP,CLMP,ENSG00000166250,ENSG00000166250,21982860,CXADR LIKE MEMBRANE PROTEIN,CXADR LIKE MEMBRANE PROTEIN
153507,CD80,NGFR,ENSG00000121594,ENSG00000064300,21982860,CD80 MOLECULE,NERVE GROWTH FACTOR RECEPTOR
153509,CD80,CD28,ENSG00000121594,ENSG00000178562,21982860,CD80 MOLECULE,CD28 MOLECULE
153510,CD80,CTLA4,ENSG00000121594,ENSG00000163599,21982860,CD80 MOLECULE,CYTOTOXIC T-LYMPHOCYTE ASSOCIATED PROTEIN 4
153517,CD2,CD58,ENSG00000116824,ENSG00000116815,21982860,CD2 MOLECULE,CD58 MOLECULE
153518,CD200,CD200R1,ENSG00000091972,ENSG00000163606,21982860,CD200 MOLECULE,CD200 RECEPTOR 1
153519,CD200R1,CD200,ENSG00000163606,ENSG00000091972,21982860,CD200 RECEPTOR 1,CD200 MOLECULE
153521,CEACAM1,CEACAM6,ENSG00000079385,ENSG00000086548,21982860,CARCINOEMBRYONIC ANTIGEN RELATED CELL ADHESION MOLECULE 1,CARCINOEMBRYONIC ANTIGEN RELATED CELL ADHESION MOLECULE 6
153522,CEACAM1,CEACAM1,ENSG00000079385,ENSG00000079385,21982860,CARCINOEMBRYONIC ANTIGEN RELATED CELL ADHESION MOLECULE 1,CARCINOEMBRYONIC ANTIGEN RELATED CELL ADHESION MOLECULE 1
153524,CEACAM1,CEACAM8,ENSG00000079385,ENSG00000124469,21982860,CARCINOEMBRYONIC ANTIGEN RELATED CELL ADHESION MOLECULE 1,CARCINOEMBRYONIC ANTIGEN RELATED CELL ADHESION MOLECULE 8
153526,CEACAM1,CEACAM5,ENSG00000079385,ENSG00000105388,21982860,CARCINOEMBRYONIC ANTIGEN RELATED CELL ADHESION MOLECULE 1,CARCINOEMBRYONIC ANTIGEN RELATED CELL ADHESION MOLECULE 5
153527,CEACAM6,CEACAM8,ENSG00000086548,ENSG00000124469,21982860,CARCINOEMBRYONIC ANTIGEN RELATED CELL ADHESION MOLECULE 6,CARCINOEMBRYONIC ANTIGEN RELATED CELL ADHESION MOLECULE 8
153529,CEACAM6,CEACAM6,ENSG00000086548,ENSG00000086548,21982860,CARCINOEMBRYONIC ANTIGEN RELATED CELL ADHESION MOLECULE 6,CARCINOEMBRYONIC ANTIGEN RELATED CELL ADHESION MOLECULE 6
153530,CEACAM6,CEACAM1,ENSG00000086548,ENSG00000079385,21982860,CARCINOEMBRYONIC ANTIGEN RELATED CELL ADHESION MOLECULE 6,CARCINOEMBRYONIC ANTIGEN RELATED CELL ADHESION MOLECULE 1
153532,CEACAM6,CEACAM5,ENSG00000086548,ENSG00000105388,21982860,CARCINOEMBRYONIC ANTIGEN RELATED CELL ADHESION MOLECULE 6,CARCINOEMBRYONIC ANTIGEN RELATED CELL ADHESION MOLECULE 5
153533,CTLA4,CD86,ENSG00000163599,ENSG00000114013,21982860,CYTOTOXIC T-LYMPHOCYTE ASSOCIATED PROTEIN 4,CD86 MOLECULE
153534,CTLA4,CD80,ENSG00000163599,ENSG00000121594,21982860,CYTOTOXIC T-LYMPHOCYTE ASSOCIATED PROTEIN 4,CD80 MOLECULE
153570,SLAMF1,SLAMF1,ENSG00000117090,ENSG00000117090,21982860,SIGNALING LYMPHOCYTIC ACTIVATION MOLECULE FAMILY MEMBER 1,SIGNALING LYMPHOCYTIC ACTIVATION MOLECULE FAMILY MEMBER 1
153575,TIGIT,PVR,ENSG00000181847,ENSG00000073008,21982860,T CELL IMMUNORECEPTOR WITH IG AND ITIM DOMAINS,PVR CELL ADHESION MOLECULE
154550,ENG,TGFB3,ENSG00000106991,ENSG00000119699,1326540,ENDOGLIN,TRANSFORMING GROWTH FACTOR BETA 3
154573,ADIPOQ,PDGFB,ENSG00000181092,ENSG00000100311,12070119,"ADIPONECTIN, C1Q AND COLLAGEN DOMAIN CONTAINING",PLATELET DERIVED GROWTH FACTOR SUBUNIT B
154626,CXCR4,P4HB,ENSG00000121966,ENSG00000185624,14592831,C-X-C MOTIF CHEMOKINE RECEPTOR 4,PROLYL 4-HYDROXYLASE SUBUNIT BETA
154627,CXCR4,CD4,ENSG00000121966,ENSG00000010610,14592831,C-X-C MOTIF CHEMOKINE RECEPTOR 4,CD4 MOLECULE
154703,PLG,HSPD1,ENSG00000122194,ENSG00000144381,17206383,PLASMINOGEN,HEAT SHOCK PROTEIN FAMILY D (HSP60) MEMBER 1
154828,TDGF1,HSPA5,ENSG00000241186,ENSG00000044574,17991893,TERATOCARCINOMA-DERIVED GROWTH FACTOR 1,HEAT SHOCK PROTEIN FAMILY A (HSP70) MEMBER 5
154847,TNFRSF1A,TNF,ENSG00000067182,ENSG00000232810,2170559,TNF RECEPTOR SUPERFAMILY MEMBER 1A,TUMOR NECROSIS FACTOR
154946,LGALS3,EGFR,ENSG00000131981,ENSG00000146648,21258405,GALECTIN 3,EPIDERMAL GROWTH FACTOR RECEPTOR
155136,MSN,ICAM1,ENSG00000147065,ENSG00000090339,23463506,MOESIN,INTERCELLULAR ADHESION MOLECULE 1
155138,MSN,VCAM1,ENSG00000147065,ENSG00000162692,23463506,MOESIN,VASCULAR CELL ADHESION MOLECULE 1
155485,ICAM1,HIST1H1A,ENSG00000090339,ENSG00000124610,23463506,INTERCELLULAR ADHESION MOLECULE 1,HISTONE CLUSTER 1 H1 FAMILY MEMBER A
155499,ICAM1,HNRNPU,ENSG00000090339,ENSG00000153187,23463506,INTERCELLULAR ADHESION MOLECULE 1,HETEROGENEOUS NUCLEAR RIBONUCLEOPROTEIN U
156669,MAP3K5,MAP3K5,ENSG00000197442,ENSG00000197442,17541429,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 5,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 5
156691,CALR,PDIA3,ENSG00000179218,ENSG00000167004,12052826,CALRETICULIN,PROTEIN DISULFIDE ISOMERASE FAMILY A MEMBER 3
156819,ADIPOQ,ADIPOQ,ENSG00000181092,ENSG00000181092,12021245,"ADIPONECTIN, C1Q AND COLLAGEN DOMAIN CONTAINING","ADIPONECTIN, C1Q AND COLLAGEN DOMAIN CONTAINING"
157967,TNF,TNFRSF1A,ENSG00000232810,ENSG00000067182,23746843,TUMOR NECROSIS FACTOR,TNF RECEPTOR SUPERFAMILY MEMBER 1A
158108,NRP1,TGFBR2,ENSG00000099250,ENSG00000163513,20675371,NEUROPILIN 1,TRANSFORMING GROWTH FACTOR BETA RECEPTOR 2
158109,NRP1,TGFBR1,ENSG00000099250,ENSG00000106799,20675371,NEUROPILIN 1,TRANSFORMING GROWTH FACTOR BETA RECEPTOR 1
158110,NRP1,VEGFA,ENSG00000099250,ENSG00000112715,22318724,NEUROPILIN 1,VASCULAR ENDOTHELIAL GROWTH FACTOR A
158302,FAS,FAS,ENSG00000026103,ENSG00000026103,21382479,FAS CELL SURFACE DEATH RECEPTOR,FAS CELL SURFACE DEATH RECEPTOR
159353,NRP1,PLVAP,ENSG00000099250,ENSG00000130300,22627768,NEUROPILIN 1,PLASMALEMMA VESICLE ASSOCIATED PROTEIN
159354,PLVAP,NRP1,ENSG00000130300,ENSG00000099250,22627768,PLASMALEMMA VESICLE ASSOCIATED PROTEIN,NEUROPILIN 1
159378,F2R,PROCR,ENSG00000181104,ENSG00000101000,20826780,COAGULATION FACTOR II THROMBIN RECEPTOR,PROTEIN C RECEPTOR
159381,PROCR,F2R,ENSG00000101000,ENSG00000181104,20826780,PROTEIN C RECEPTOR,COAGULATION FACTOR II THROMBIN RECEPTOR
159389,TGFBR2,TGFB1,ENSG00000163513,ENSG00000105329,8242742,TRANSFORMING GROWTH FACTOR BETA RECEPTOR 2,TRANSFORMING GROWTH FACTOR BETA 1
159390,ACVRL1,TGFB1,ENSG00000139567,ENSG00000105329,8242742,ACTIVIN A RECEPTOR LIKE TYPE 1,TRANSFORMING GROWTH FACTOR BETA 1
159395,ACVRL1,TGFBR1,ENSG00000139567,ENSG00000106799,8242742,ACTIVIN A RECEPTOR LIKE TYPE 1,TRANSFORMING GROWTH FACTOR BETA RECEPTOR 1
159397,TGFBR1,ACVRL1,ENSG00000106799,ENSG00000139567,8242742,TRANSFORMING GROWTH FACTOR BETA RECEPTOR 1,ACTIVIN A RECEPTOR LIKE TYPE 1
159519,NDP,FZD4,ENSG00000124479,ENSG00000174804,15035989,NORRIN CYSTINE KNOT GROWTH FACTOR NDP,FRIZZLED CLASS RECEPTOR 4
159520,FZD4,NDP,ENSG00000174804,ENSG00000124479,15035989,FRIZZLED CLASS RECEPTOR 4,NORRIN CYSTINE KNOT GROWTH FACTOR NDP
159525,FZD4,NDP,ENSG00000174804,ENSG00000124479,17955262,FRIZZLED CLASS RECEPTOR 4,NORRIN CYSTINE KNOT GROWTH FACTOR NDP
159526,NDP,NDP,ENSG00000124479,ENSG00000124479,17955262,NORRIN CYSTINE KNOT GROWTH FACTOR NDP,NORRIN CYSTINE KNOT GROWTH FACTOR NDP
159530,ADIPOQ,ADIPOQ,ENSG00000181092,ENSG00000181092,19855092,"ADIPONECTIN, C1Q AND COLLAGEN DOMAIN CONTAINING","ADIPONECTIN, C1Q AND COLLAGEN DOMAIN CONTAINING"
159662,NRP1,PDGFB,ENSG00000099250,ENSG00000100311,16847823,NEUROPILIN 1,PLATELET DERIVED GROWTH FACTOR SUBUNIT B
159906,VEGFA,NRP1,ENSG00000112715,ENSG00000099250,18325345,VASCULAR ENDOTHELIAL GROWTH FACTOR A,NEUROPILIN 1
159953,TNFRSF1A,TNF,ENSG00000067182,ENSG00000232810,8288897,TNF RECEPTOR SUPERFAMILY MEMBER 1A,TUMOR NECROSIS FACTOR
160021,VEGFA,NRP1,ENSG00000112715,ENSG00000099250,16423422,VASCULAR ENDOTHELIAL GROWTH FACTOR A,NEUROPILIN 1
160321,VEGFA,NRP1,ENSG00000112715,ENSG00000099250,21939755,VASCULAR ENDOTHELIAL GROWTH FACTOR A,NEUROPILIN 1
160342,CD40LG,CD40,ENSG00000102245,ENSG00000101017,23918987,CD40 LIGAND,CD40 MOLECULE
160402,EGFR,EGFR,ENSG00000146648,ENSG00000146648,23956138,EPIDERMAL GROWTH FACTOR RECEPTOR,EPIDERMAL GROWTH FACTOR RECEPTOR
160404,EGFR,LGALS1,ENSG00000146648,ENSG00000100097,23956138,EPIDERMAL GROWTH FACTOR RECEPTOR,GALECTIN 1
160416,EGFR,LGALS3,ENSG00000146648,ENSG00000131981,23956138,EPIDERMAL GROWTH FACTOR RECEPTOR,GALECTIN 3
160420,EGFR,HSPA5,ENSG00000146648,ENSG00000044574,23956138,EPIDERMAL GROWTH FACTOR RECEPTOR,HEAT SHOCK PROTEIN FAMILY A (HSP70) MEMBER 5
160426,EGFR,HSPA2,ENSG00000146648,ENSG00000126803,23956138,EPIDERMAL GROWTH FACTOR RECEPTOR,HEAT SHOCK PROTEIN FAMILY A (HSP70) MEMBER 2
160427,EGFR,HSP90AB1,ENSG00000146648,ENSG00000096384,23956138,EPIDERMAL GROWTH FACTOR RECEPTOR,HEAT SHOCK PROTEIN 90 ALPHA FAMILY CLASS B MEMBER 1
160482,EGFR,PDIA3,ENSG00000146648,ENSG00000167004,23956138,EPIDERMAL GROWTH FACTOR RECEPTOR,PROTEIN DISULFIDE ISOMERASE FAMILY A MEMBER 3
160512,EGFR,P4HB,ENSG00000146648,ENSG00000185624,23956138,EPIDERMAL GROWTH FACTOR RECEPTOR,PROLYL 4-HYDROXYLASE SUBUNIT BETA
160593,BMPR1A,BMPR1A,ENSG00000107779,ENSG00000107779,18436533,BONE MORPHOGENETIC PROTEIN RECEPTOR TYPE 1A,BONE MORPHOGENETIC PROTEIN RECEPTOR TYPE 1A
160598,TNF,TNFRSF1A,ENSG00000232810,ENSG00000067182,9568681,TUMOR NECROSIS FACTOR,TNF RECEPTOR SUPERFAMILY MEMBER 1A
160741,TNF,TNFRSF1A,ENSG00000232810,ENSG00000067182,1310388,TUMOR NECROSIS FACTOR,TNF RECEPTOR SUPERFAMILY MEMBER 1A
160750,L1CAM,NRP1,ENSG00000198910,ENSG00000099250,16377081,L1 CELL ADHESION MOLECULE,NEUROPILIN 1
160765,ENG,TGFB1,ENSG00000106991,ENSG00000105329,1326540,ENDOGLIN,TRANSFORMING GROWTH FACTOR BETA 1
161850,PDGFRA,ULBP2,ENSG00000134853,ENSG00000131015,21988832,PLATELET DERIVED GROWTH FACTOR RECEPTOR ALPHA,UL16 BINDING PROTEIN 2
