X.BioGRID.Interaction.ID,Entrez.Gene.Interactor.A,Entrez.Gene.Interactor.B,BioGRID.ID.Interactor.A,BioGRID.ID.Interactor.B,Systematic.Name.Interactor.A,Systematic.Name.Interactor.B,Official.Symbol.Interactor.A,Official.Symbol.Interactor.B,Synonyms.Interactor.A,Synonyms.Interactor.B,Experimental.System,Experimental.System.Type,Author,Pubmed.ID,Organism.Interactor.A,Organism.Interactor.B,Throughput,Score,Modification,Phenotypes,Qualifications,Tags,Source.Database,ENSEMBL_A,ENSEMBL_B
302857,5175,5175,111201,111201,-,-,PECAM1,PECAM1,CD31|CD31/EndoCAM|GPIIA|PECA1|PECAM-1|endoCAM,CD31|CD31/EndoCAM|GPIIA|PECA1|PECAM-1|endoCAM,Reconstituted Complex,physical,Newton JP (1999),10425179,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000261371,ENSG00000261371
302868,7057,3690,112915,109896,-,-,THBS1,ITGB3,THBS|THBS-1|TSP|TSP-1|TSP1,BDPLT16|BDPLT2|CD61|GP3A|GPIIIa|GT,Reconstituted Complex,physical,Lawler J (1989),2478219,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000137801,ENSG00000259207
302874,7094,3690,112949,109896,RP11-112J3.1,-,TLN1,ITGB3,ILWEQ|TLN,BDPLT16|BDPLT2|CD61|GP3A|GPIIIa|GT,Reconstituted Complex,physical,Calderwood DA (2002),11932255,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000137076,ENSG00000259207
302875,3690,7094,109896,112949,-,RP11-112J3.1,ITGB3,TLN1,BDPLT16|BDPLT2|CD61|GP3A|GPIIIa|GT,ILWEQ|TLN,Reconstituted Complex,physical,Calderwood DA (2002),11932255,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000259207,ENSG00000137076
302878,3690,5156,109896,111182,-,-,ITGB3,PDGFRA,BDPLT16|BDPLT2|CD61|GP3A|GPIIIa|GT,CD140A|PDGFR-2|PDGFR2|RHEPDGFRA,Affinity Capture-Western,physical,Baron W (2002),11953315,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000259207,ENSG00000134853
302885,859,5159,107307,111185,-,-,CAV3,PDGFRB,LGMD1C|LQT9|VIP-21|VIP21,CD140B|IBGC4|IMF1|JTK12|PDGFR|PDGFR-1|PDGFR1,Reconstituted Complex,physical,Yamamoto M (1999),10066366,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000182533,ENSG00000113721
302886,859,5156,107307,111182,-,-,CAV3,PDGFRA,LGMD1C|LQT9|VIP-21|VIP21,CD140A|PDGFR-2|PDGFR2|RHEPDGFRA,Reconstituted Complex,physical,Yamamoto M (1999),10066366,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000182533,ENSG00000134853
302888,100133941,6403,107372,112303,-,RP1-86F14.2,CD24,SELP,CD24A,CD62|CD62P|GMP140|GRMP|LECAM3|PADGEM|PSEL,Reconstituted Complex,physical,Aigner S (1997),9129046,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000272398,ENSG00000174175
302889,2811,6403,109073,112303,-,RP1-86F14.2,GP1BA,SELP,BDPLT1|BDPLT3|BSS|CD42B|CD42b-alpha|DBPLT3|GP1B|GPIbA|VWDP,CD62|CD62P|GMP140|GRMP|LECAM3|PADGEM|PSEL,Reconstituted Complex,physical,Romo GM (1999),10499919,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000185245,ENSG00000174175
302978,4043,4036,110221,110216,RP11-529E10.3,-,LRPAP1,LRP2,A2MRAP|A2RAP|HBP44|MRAP|MYP23|RAP|alpha-2-MRAP,DBS|GP330,Reconstituted Complex,physical,Orlando RA (1994),7512726,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000163956,ENSG00000081479
302979,6272,4043,112180,110221,-,RP11-529E10.3,SORT1,LRPAP1,Gp95|LDLCQ6|NT3,A2MRAP|A2RAP|HBP44|MRAP|MYP23|RAP|alpha-2-MRAP,Reconstituted Complex,physical,Petersen CM (1997),9013611,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000134243,ENSG00000163956
302980,3949,4043,110141,110221,-,RP11-529E10.3,LDLR,LRPAP1,FH|FHC|LDLCQ2,A2MRAP|A2RAP|HBP44|MRAP|MYP23|RAP|alpha-2-MRAP,Reconstituted Complex,physical,Medh JD (1995),7822276,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000130164,ENSG00000163956
303012,30835,30835,119051,119051,-,-,CD209,CD209,CDSIGN|CLEC4L|DC-SIGN|DC-SIGN1,CDSIGN|CLEC4L|DC-SIGN|DC-SIGN1,Co-crystal Structure,physical,Feinberg H (2001),11739956,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000090659,ENSG00000090659
303138,930,933,107368,107371,-,-,CD19,CD22,B4|CVID3,SIGLEC-2|SIGLEC2,Affinity Capture-Western,physical,Carter RH (1997),9120258,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000177455,ENSG00000012124
303140,930,973,107368,107411,-,-,CD19,CD79A,B4|CVID3,IGA|MB-1,Affinity Capture-Western,physical,Carter RH (1997),9120258,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000177455,ENSG00000105369
303141,930,974,107368,107412,-,-,CD19,CD79B,B4|CVID3,AGM6|B29|IGB,Affinity Capture-Western,physical,Carter RH (1997),9120258,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000177455,ENSG00000007312
303142,930,928,107368,107366,-,GIG2,CD19,CD9,B4|CVID3,BTCC-1|DRAP-27|MIC3|MRP-1|TSPAN-29|TSPAN29,Affinity Capture-Western,physical,Horvath G (1998),9804823,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000177455,ENSG00000010278
303176,960,1839,107398,108172,AL133330.1,-,CD44,HBEGF,CDW44|CSPG8|ECMR-III|HCELL|HUTCH-I|IN|LHR|MC56|MDU2|MDU3|MIC4|Pgp1,DTR|DTS|DTSF|HEGFL,Reconstituted Complex,physical,Bennett KL (1995),7532176,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000026508,ENSG00000113070
303183,960,5788,107398,111752,AL133330.1,RP11-553K8.4,CD44,PTPRC,CDW44|CSPG8|ECMR-III|HCELL|HUTCH-I|IN|LHR|MC56|MDU2|MDU3|MIC4|Pgp1,B220|CD45|CD45R|GP180|L-CA|LCA|LY5|T200,Co-fractionation,physical,Ilangumaran S (1998),9573028,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000026508,ENSG00000081237
303191,925,966,107363,107404,-,-,CD8A,CD59,CD8|Leu2|MAL|p32,16.3A5|1F5|EJ16|EJ30|EL32|G344|HRF-20|HRF20|MAC-IP|MACIF|MEM43|MIC11|MIN1|MIN2|MIN3|MIRL|MSK21|p18-20,Reconstituted Complex,physical,Ninomiya H (1992),1377690,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000153563,ENSG00000085063
303209,7056,2147,112914,108447,-,-,THBD,F2,AHUS6|BDCA3|CD141|THPH12|THRM|TM,PT|RPRGL2|THPH1,Reconstituted Complex,physical,Jakubowski HV (1989),2544585,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000178726,ENSG00000180210
303365,7057,2147,112915,108447,-,-,THBS1,F2,THBS|THBS-1|TSP|TSP-1|TSP1,PT|RPRGL2|THPH1,Reconstituted Complex,physical,Asch AS (1987),2435757,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000137801,ENSG00000180210
303378,2263,2255,108554,108546,-,-,FGFR2,FGF10,BBDS|BEK|BFR-1|CD332|CEK3|CFD1|ECT1|JWS|K-SAM|KGFR|TK14|TK25,-,Reconstituted Complex,physical,Igarashi M (1998),9582367,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000066468,ENSG00000070193
303579,1410,1410,107800,107800,-,-,CRYAB,CRYAB,CMD1II|CRYA2|CTPP2|CTRCT16|HEL-S-101|HSPB5|MFM2,CMD1II|CRYA2|CTPP2|CTRCT16|HEL-S-101|HSPB5|MFM2,Two-hybrid,physical,Fu L (2002),11700327,9606,9606,Low Throughput,-,-,-,mammalian two-hybrid,-,BIOGRID,ENSG00000109846,ENSG00000109846
304256,811,7018,107262,112876,-,PRO1400,CALR,TF,CRT|HEL-S-99n|RO|SSA|cC1qR,PRO1557|PRO2086|TFQTL1,Reconstituted Complex,physical,Wada I (1997),9312001,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000179218,ENSG00000091513
304264,3309,7253,109541,113104,-,-,HSPA5,TSHR,BIP|GRP78|HEL-S-89n|MIF2,CHNG1|LGR3|hTSHR-I,Affinity Capture-Western,physical,Siffroi-Fernandez S (2002),12383251,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000044574,ENSG00000165409
304266,811,6513,107262,112404,-,-,CALR,SLC2A1,CRT|HEL-S-99n|RO|SSA|cC1qR,DYT17|DYT18|DYT9|EIG12|GLUT|GLUT-1|GLUT1|GLUT1DS|HTLVR|PED,Reconstituted Complex,physical,Oliver JD (1996),8662691,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000179218,ENSG00000117394
304412,91,92,106606,106607,-,-,ACVR1B,ACVR2A,ACTRIB|ACVRLK4|ALK4|SKR2,ACTRII|ACVR2,Affinity Capture-Western,physical,Lebrun JJ (1999),9892009,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000135503,ENSG00000121989
304773,91,92,106606,106607,-,-,ACVR1B,ACVR2A,ACTRIB|ACVRLK4|ALK4|SKR2,ACTRII|ACVR2,Affinity Capture-Western,physical,De Winter JP (1996),8612709,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000135503,ENSG00000121989
304869,23308,29851,116900,118933,-,-,ICOSLG,ICOS,B7-H2|B7H2|B7RP-1|B7RP1|CD275|GL50|ICOS-L|ICOSL|LICOS,AILIM|CD278|CVID1,Reconstituted Complex,physical,Wang S (2002),11956294,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000160223,ENSG00000163600
304984,1493,1493,107875,107875,-,-,CTLA4,CTLA4,ALPS5|CD|CD152|CELIAC3|CTLA-4|GRD4|GSE|IDDM12,ALPS5|CD|CD152|CELIAC3|CTLA-4|GRD4|GSE|IDDM12,Co-crystal Structure,physical,Stamper CC (2001),11279502,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000163599,ENSG00000163599
304985,941,941,107379,107379,-,-,CD80,CD80,B7|B7-1|B7.1|BB1|CD28LG|CD28LG1|LAB7,B7|B7-1|B7.1|BB1|CD28LG|CD28LG1|LAB7,Co-crystal Structure,physical,Stamper CC (2001),11279502,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000121594,ENSG00000121594
304986,941,1493,107379,107875,-,-,CD80,CTLA4,B7|B7-1|B7.1|BB1|CD28LG|CD28LG1|LAB7,ALPS5|CD|CD152|CELIAC3|CTLA-4|GRD4|GSE|IDDM12,Co-crystal Structure,physical,Stamper CC (2001),11279502,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000121594,ENSG00000163599
304989,5788,973,111752,107411,RP11-553K8.4,-,PTPRC,CD79A,B220|CD45|CD45R|GP180|L-CA|LCA|LY5|T200,IGA|MB-1,Affinity Capture-Western,physical,Brown VK (1994),7516335,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000081237,ENSG00000105369
304990,5788,974,111752,107412,RP11-553K8.4,-,PTPRC,CD79B,B220|CD45|CD45R|GP180|L-CA|LCA|LY5|T200,AGM6|B29|IGB,Affinity Capture-Western,physical,Brown VK (1994),7516335,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000081237,ENSG00000007312
305402,6402,4478,112302,110584,RP1-117P20.1,-,SELL,MSN,CD62L|LAM1|LECAM1|LEU8|LNHR|LSEL|LYAM1|PLNHR|TQ1,HEL70,Reconstituted Complex,physical,Ivetic A (2002),11706008,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000188404,ENSG00000147065
305412,6693,4478,112571,110584,-,-,SPN,MSN,CD43|GALGP|GPL115|LSN,HEL70,Affinity Capture-Western,physical,Serrador JM (1998),9616160,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000197471,ENSG00000147065
305414,6693,4478,112571,110584,-,-,SPN,MSN,CD43|GALGP|GPL115|LSN,HEL70,Reconstituted Complex,physical,Serrador JM (1998),9616160,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000197471,ENSG00000147065
305452,10267,10267,115558,115558,-,-,RAMP1,RAMP1,-,-,Affinity Capture-Western,physical,Hilairet S (2001),11535606,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000132329,ENSG00000132329
305459,30835,30835,119051,119051,-,-,CD209,CD209,CDSIGN|CLEC4L|DC-SIGN|DC-SIGN1,CDSIGN|CLEC4L|DC-SIGN|DC-SIGN1,Reconstituted Complex,physical,Mitchell DA (2001),11384997,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000090659,ENSG00000090659
305583,10870,22914,116079,116576,UNQ587/PRO1157,-,HCST,KLRK1,DAP10|KAP10|PIK3AP,CD314|D12S2489E|KLR|NKG2-D|NKG2D,Affinity Capture-Western,physical,Wu J (1999),10426994,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000126264,ENSG00000213809
305592,657,659,107125,107127,-,-,BMPR1A,BMPR2,10q23del|ACVRLK3|ALK3|CD292|SKR5,BMPR-II|BMPR3|BMR2|BRK-3|POVD1|PPH1|T-ALK,Affinity Capture-Western,physical,Gilboa L (2000),10712517,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000107779,ENSG00000204217
305594,659,659,107127,107127,-,-,BMPR2,BMPR2,BMPR-II|BMPR3|BMR2|BRK-3|POVD1|PPH1|T-ALK,BMPR-II|BMPR3|BMR2|BRK-3|POVD1|PPH1|T-ALK,Affinity Capture-Western,physical,Gilboa L (2000),10712517,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000204217,ENSG00000204217
305596,657,657,107125,107125,-,-,BMPR1A,BMPR1A,10q23del|ACVRLK3|ALK3|CD292|SKR5,10q23del|ACVRLK3|ALK3|CD292|SKR5,Affinity Capture-Western,physical,Gilboa L (2000),10712517,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000107779,ENSG00000107779
305597,650,657,107118,107125,-,-,BMP2,BMPR1A,BDA2|BMP2A,10q23del|ACVRLK3|ALK3|CD292|SKR5,Reconstituted Complex,physical,Gilboa L (2000),10712517,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000125845,ENSG00000107779
305599,650,659,107118,107127,-,-,BMP2,BMPR2,BDA2|BMP2A,BMPR-II|BMPR3|BMR2|BRK-3|POVD1|PPH1|T-ALK,Reconstituted Complex,physical,Gilboa L (2000),10712517,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000125845,ENSG00000204217
305601,657,659,107125,107127,-,-,BMPR1A,BMPR2,10q23del|ACVRLK3|ALK3|CD292|SKR5,BMPR-II|BMPR3|BMR2|BRK-3|POVD1|PPH1|T-ALK,Co-localization,physical,Gilboa L (2000),10712517,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000107779,ENSG00000204217
305639,1191,7046,107603,112904,AAG4,RP11-96L7.1,CLU,TGFBR1,APO-J|APOJ|CLI|CLU1|CLU2|KUB1|NA1/NA2|SGP-2|SGP2|SP-40|TRPM-2|TRPM2,AAT5|ACVRLK4|ALK-5|ALK5|ESS1|LDS1|LDS1A|LDS2A|MSSE|SKR4|TGFR-1|tbetaR-I,Two-hybrid,physical,Reddy KB (1996),8555189,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000120885,ENSG00000106799
305640,7046,1191,112904,107603,RP11-96L7.1,AAG4,TGFBR1,CLU,AAT5|ACVRLK4|ALK-5|ALK5|ESS1|LDS1|LDS1A|LDS2A|MSSE|SKR4|TGFR-1|tbetaR-I,APO-J|APOJ|CLI|CLU1|CLU2|KUB1|NA1/NA2|SGP-2|SGP2|SP-40|TRPM-2|TRPM2,Reconstituted Complex,physical,Reddy KB (1996),8555189,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000106799,ENSG00000120885
305641,7048,1191,112906,107603,-,AAG4,TGFBR2,CLU,AAT3|FAA3|LDS1B|LDS2|LDS2B|MFS2|RIIC|TAAD2|TGFR-2|TGFbeta-RII,APO-J|APOJ|CLI|CLU1|CLU2|KUB1|NA1/NA2|SGP-2|SGP2|SP-40|TRPM-2|TRPM2,Reconstituted Complex,physical,Reddy KB (1996),8555189,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000163513,ENSG00000120885
305642,7046,1191,112904,107603,RP11-96L7.1,AAG4,TGFBR1,CLU,AAT5|ACVRLK4|ALK-5|ALK5|ESS1|LDS1|LDS1A|LDS2A|MSSE|SKR4|TGFR-1|tbetaR-I,APO-J|APOJ|CLI|CLU1|CLU2|KUB1|NA1/NA2|SGP-2|SGP2|SP-40|TRPM-2|TRPM2,Affinity Capture-Western,physical,Reddy KB (1996),8555189,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000106799,ENSG00000120885
305643,7048,1191,112906,107603,-,AAG4,TGFBR2,CLU,AAT3|FAA3|LDS1B|LDS2|LDS2B|MFS2|RIIC|TAAD2|TGFR-2|TGFbeta-RII,APO-J|APOJ|CLI|CLU1|CLU2|KUB1|NA1/NA2|SGP-2|SGP2|SP-40|TRPM-2|TRPM2,Affinity Capture-Western,physical,Reddy KB (1996),8555189,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000163513,ENSG00000120885
305644,4072,4072,110250,110250,-,-,EPCAM,EPCAM,DIAR5|EGP-2|EGP314|EGP40|ESA|HNPCC8|KS1/4|KSA|M4S1|MIC18|MK-1|TACSTD1|TROP1,DIAR5|EGP-2|EGP314|EGP40|ESA|HNPCC8|KS1/4|KSA|M4S1|MIC18|MK-1|TACSTD1|TROP1,Co-purification,physical,Trebak M (2001),11058587,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000119888,ENSG00000119888
305730,6810,9341,112679,114747,-,-,STX4,VAMP3,STX4A|p35-2,CEB,Affinity Capture-MS,physical,Polgar J (2002),12130530,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000103496,ENSG00000049245
305749,916,917,107354,107355,-,-,CD3E,CD3G,IMD18|T3E|TCRE,CD3-GAMMA|IMD17|T3G,Affinity Capture-Western,physical,Borroto A (1998),9582308,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000198851,ENSG00000160654
305751,6955,3123,112815,109368,-,XXbac-BPG161M6.1,TRA,HLA-DRB1,IMD7|TCRA|TCRD|TRA@|TRAC,DRB1|DRw10|HLA-DR1B|HLA-DRB|SS1,Co-crystal Structure,physical,Hennecke J (2002),11877480,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,NA,ENSG00000196126
305786,3655,3688,109864,109894,-,RP11-479G22.2,ITGA6,ITGB1,CD49f|ITGA6B|VLA-6,CD29|FNRB|GPIIA|MDF2|MSK12|VLA-BETA|VLAB,Affinity Capture-Western,physical,Schaapveld RQ (1998),9660880,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000091409,ENSG00000150093
305817,7040,7057,112898,112915,-,-,TGFB1,THBS1,CED|DPD1|LAP|TGFB|TGFbeta,THBS|THBS-1|TSP|TSP-1|TSP1,Co-purification,physical,Murphy-Ullrich JE (1992),1550960,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000105329,ENSG00000137801
305902,3594,3595,109808,109809,-,RP11-102M16.1,IL12RB1,IL12RB2,CD212|IL-12R-BETA1|IL12RB|IMD30,-,Phenotypic Enhancement,genetic,Presky DH (1996),8943050,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000096996,ENSG00000081985
305978,4217,4217,110381,110381,RP3-325F22.4,RP3-325F22.4,MAP3K5,MAP3K5,ASK1|MAPKKK5|MEKK5,ASK1|MAPKKK5|MEKK5,Affinity Capture-Western,physical,Morita K (2001),11689443,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000197442,ENSG00000197442
306011,6349,1230,112253,107635,-,-,CCL3L1,CCR1,464.2|D17S1718|G0S19-2|LD78|LD78-beta(1-70)|LD78BETA|MIP1AP|SCYA3L|SCYA3L1,CD191|CKR-1|CKR1|CMKBR1|HM145|MIP1aR|SCYAR1,Reconstituted Complex,physical,Struyf S (2001),11449371,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,NA,ENSG00000163823
306012,6349,1232,112253,107637,-,-,CCL3L1,CCR3,464.2|D17S1718|G0S19-2|LD78|LD78-beta(1-70)|LD78BETA|MIP1AP|SCYA3L|SCYA3L1,CC-CKR-3|CD193|CKR3|CMKBR3,Reconstituted Complex,physical,Struyf S (2001),11449371,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,NA,ENSG00000183625
306013,6349,1234,112253,107639,-,-,CCL3L1,CCR5,464.2|D17S1718|G0S19-2|LD78|LD78-beta(1-70)|LD78BETA|MIP1AP|SCYA3L|SCYA3L1,CC-CKR-5|CCCKR5|CCR-5|CD195|CKR-5|CKR5|CMKBR5|IDDM22,Reconstituted Complex,physical,Struyf S (2001),11449371,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,NA,ENSG00000160791
306100,6997,91,112856,106606,-,-,TDGF1,ACVR1B,CR|CRGF|CRIPTO,ACTRIB|ACVRLK4|ALK4|SKR2,Reconstituted Complex,physical,Bianco C (2002),11909953,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000241186,ENSG00000135503
306109,4036,7057,110216,112915,-,-,LRP2,THBS1,DBS|GP330,THBS|THBS-1|TSP|TSP-1|TSP1,Reconstituted Complex,physical,Godyna S (1995),7775583,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000081479,ENSG00000137801
306180,3760,3762,109962,109964,-,-,KCNJ3,KCNJ5,GIRK1|KGA|KIR3.1,CIR|GIRK4|KATP1|KIR3.4|LQT13,Phenotypic Enhancement,genetic,He C (2002),11741896,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000162989,ENSG00000120457
314178,7057,5155,112915,111181,-,LL22NC03-10C3.2,THBS1,PDGFB,THBS|THBS-1|TSP|TSP-1|TSP1,IBGC5|PDGF-2|PDGF2|SIS|SSV|c-sis,Reconstituted Complex,physical,Hogg PJ (1997),9334164,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000137801,ENSG00000100311
314186,7070,7070,112926,112926,-,-,THY1,THY1,CD90,CD90,Co-purification,physical,Mahanthappa NK (1992),1347022,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000154096,ENSG00000154096
314237,7057,1991,112915,108306,-,-,THBS1,ELANE,THBS|THBS-1|TSP|TSP-1|TSP1,ELA2|GE|HLE|HNE|NE|PMN-E|SCN1,Reconstituted Complex,physical,Hogg PJ (1993),8463250,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000137801,ENSG00000197561
314240,5340,5345,111356,111360,RP1-81D8.1,-,PLG,SERPINF2,-,A2AP|AAP|ALPHA-2-PI|API|PLI,Biochemical Activity,physical,Shieh BH (1987),2437112,9606,9606,Low Throughput,-,Proteolytic Processing,-,-,-,BIOGRID,ENSG00000122194,ENSG00000167711
314241,1991,5345,108306,111360,-,-,ELANE,SERPINF2,ELA2|GE|HLE|HNE|NE|PMN-E|SCN1,A2AP|AAP|ALPHA-2-PI|API|PLI,Biochemical Activity,physical,Shieh BH (1987),2437112,9606,9606,Low Throughput,-,Proteolytic Processing,-,-,-,BIOGRID,ENSG00000197561,ENSG00000167711
314283,2261,2253,108552,108544,-,-,FGFR3,FGF8,ACH|CD333|CEK2|HSFGFR3EX|JTK4,AIGF|FGF-8|HBGF-8|HH6|KAL6,Affinity Capture-Western,physical,Chellaiah A (1999),10574949,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000068078,ENSG00000107831
314318,1956,859,108276,107307,-,-,EGFR,CAV3,ERBB|ERBB1|HER1|NISBD2|PIG61|mENA,LGMD1C|LQT9|VIP-21|VIP21,Affinity Capture-Western,physical,Couet J (1997),9374534,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000146648,ENSG00000182533
314320,1956,859,108276,107307,-,-,EGFR,CAV3,ERBB|ERBB1|HER1|NISBD2|PIG61|mENA,LGMD1C|LQT9|VIP-21|VIP21,Reconstituted Complex,physical,Couet J (1997),9374534,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000146648,ENSG00000182533
314553,1956,5159,108276,111185,-,-,EGFR,PDGFRB,ERBB|ERBB1|HER1|NISBD2|PIG61|mENA,CD140B|IBGC4|IMF1|JTK12|PDGFR|PDGFR-1|PDGFR1,Affinity Capture-Western,physical,Habib AA (1998),9506992,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000146648,ENSG00000113721
314750,7037,7018,112895,112876,-,PRO1400,TFRC,TF,CD71|T9|TFR|TFR1|TR|TRFR|p90,PRO1557|PRO2086|TFQTL1,Reconstituted Complex,physical,West AP (2000),11027676,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000072274,ENSG00000091513
314751,7036,7018,112894,112876,-,PRO1400,TFR2,TF,HFE3|TFRC2,PRO1557|PRO2086|TFQTL1,Reconstituted Complex,physical,West AP (2000),11027676,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000106327,ENSG00000091513
314752,7037,3077,112895,109325,-,-,TFRC,HFE,CD71|T9|TFR|TFR1|TR|TRFR|p90,HFE1|HH|HLA-H|MVCD7|TFQTL2,Reconstituted Complex,physical,West AP (2000),11027676,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000072274,ENSG00000010704
314768,5155,5155,111181,111181,LL22NC03-10C3.2,LL22NC03-10C3.2,PDGFB,PDGFB,IBGC5|PDGF-2|PDGF2|SIS|SSV|c-sis,IBGC5|PDGF-2|PDGF2|SIS|SSV|c-sis,Co-crystal Structure,physical,Oefner C (1992),1396586,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000100311,ENSG00000100311
314821,5340,2152,111356,108451,RP1-81D8.1,-,PLG,F3,-,CD142|TF|TFA,Reconstituted Complex,physical,Fan Z (1998),9490681,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000122194,ENSG00000117525
314877,355,356,106851,106852,RP11-399O19.7,-,FAS,FASLG,ALPS1A|APO-1|APT1|CD95|FAS1|FASTM|TNFRSF6,ALPS1B|APT1LG1|APTL|CD178|CD95-L|CD95L|FASL|TNFSF6,Reconstituted Complex,physical,Schneider P (1997),9228058,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000026103,ENSG00000117560
314888,3273,2243,109509,108534,-,-,HRG,FGA,HPRG|HRGP|THPH11,Fib2,Reconstituted Complex,physical,Schinke T (1997),9276466,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000113905,ENSG00000171560
314889,5327,2243,111343,108534,-,-,PLAT,FGA,T-PA|TPA,Fib2,Reconstituted Complex,physical,Ichinose A (1986),3088041,9606,9606,Low Throughput,-,-,-,-,-,BIOGRID,ENSG00000104368,ENSG00000171560
